strategy,dataset,model,iteration,checkpoint
gen_UniControl,bdd10k,segformer_mit-b5_ratio0p50,230000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/bdd10k/segformer_mit-b5_ratio0p50/iter_230000.pth
gen_UniControl,bdd10k,segformer_mit-b5_ratio0p50,240000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/bdd10k/segformer_mit-b5_ratio0p50/iter_240000.pth
gen_UniControl,bdd10k,segformer_mit-b5_ratio0p50,250000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/bdd10k/segformer_mit-b5_ratio0p50/iter_250000.pth
gen_UniControl,bdd10k,segformer_mit-b5_ratio0p50,260000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/bdd10k/segformer_mit-b5_ratio0p50/iter_260000.pth
gen_UniControl,bdd10k,segformer_mit-b5_ratio0p50,270000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/bdd10k/segformer_mit-b5_ratio0p50/iter_270000.pth
gen_UniControl,bdd10k,segformer_mit-b5_ratio0p50,280000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/bdd10k/segformer_mit-b5_ratio0p50/iter_280000.pth
gen_UniControl,bdd10k,segformer_mit-b5_ratio0p50,290000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/bdd10k/segformer_mit-b5_ratio0p50/iter_290000.pth
gen_UniControl,bdd10k,segformer_mit-b5_ratio0p50,300000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/bdd10k/segformer_mit-b5_ratio0p50/iter_300000.pth
gen_UniControl,bdd10k,segformer_mit-b5_ratio0p50,310000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/bdd10k/segformer_mit-b5_ratio0p50/iter_310000.pth
gen_UniControl,bdd10k,segformer_mit-b5_ratio0p50,320000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/bdd10k/segformer_mit-b5_ratio0p50/iter_320000.pth
gen_UniControl,bdd10k,segformer_mit-b5_ratio0p50,90000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/bdd10k/segformer_mit-b5_ratio0p50/iter_90000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,100000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_100000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,110000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_110000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,120000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_120000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,130000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_130000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,140000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_140000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,150000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_150000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,160000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_160000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,170000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_170000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,180000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_180000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,190000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_190000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,200000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_200000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,210000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_210000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,220000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_220000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,230000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_230000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,240000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_240000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,250000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_250000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,260000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_260000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,270000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_270000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,280000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_280000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,290000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_290000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,300000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_300000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,310000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_310000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,320000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_320000.pth
gen_UniControl,idd-aw,pspnet_r50_ratio0p50,90000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/pspnet_r50_ratio0p50/iter_90000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,100000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_100000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,110000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_110000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,120000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_120000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,130000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_130000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,140000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_140000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,150000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_150000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,160000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_160000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,170000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_170000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,180000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_180000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,190000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_190000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,200000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_200000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,210000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_210000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,220000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_220000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,230000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_230000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,240000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_240000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,250000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_250000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,260000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_260000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,270000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_270000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,280000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_280000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,290000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_290000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,300000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_300000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,310000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_310000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,320000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_320000.pth
gen_UniControl,idd-aw,segformer_mit-b5_ratio0p50,90000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_UniControl/idd-aw/segformer_mit-b5_ratio0p50/iter_90000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,100000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_100000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,110000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_110000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,120000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_120000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,130000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_130000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,140000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_140000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,150000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_150000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,160000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_160000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,170000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_170000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,180000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_180000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,190000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_190000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,200000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_200000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,210000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_210000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,220000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_220000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,230000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_230000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,240000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_240000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,250000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_250000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,260000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_260000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,270000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_270000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,280000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_280000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,290000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_290000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,300000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_300000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,310000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_310000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,320000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_320000.pth
gen_albumentations_weather,bdd10k,pspnet_r50_ratio0p50,90000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/pspnet_r50_ratio0p50/iter_90000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,100000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_100000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,110000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_110000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,120000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_120000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,130000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_130000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,140000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_140000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,150000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_150000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,160000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_160000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,170000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_170000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,180000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_180000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,190000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_190000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,200000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_200000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,210000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_210000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,220000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_220000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,230000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_230000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,240000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_240000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,250000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_250000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,260000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_260000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,270000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_270000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,280000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_280000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,290000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_290000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,300000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_300000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,310000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_310000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,320000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_320000.pth
gen_albumentations_weather,bdd10k,segformer_mit-b5_ratio0p50,90000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/bdd10k/segformer_mit-b5_ratio0p50/iter_90000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,100000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_100000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,110000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_110000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,120000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_120000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,130000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_130000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,140000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_140000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,150000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_150000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,160000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_160000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,170000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_170000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,180000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_180000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,190000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_190000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,200000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_200000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,210000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_210000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,220000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_220000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,230000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_230000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,240000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_240000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,250000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_250000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,260000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_260000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,270000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_270000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,280000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_280000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,290000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_290000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,300000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_300000.pth
gen_albumentations_weather,idd-aw,pspnet_r50_ratio0p50,310000,/scratch/aaa_exchange/AWARE/WEIGHTS_EXTENDED/gen_albumentations_weather/idd-aw/pspnet_r50_ratio0p50/iter_310000.pth
